"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"15919","occ","","","1308","Nymphalucina linearia","species","60962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Nymphalucina","17989",""
"15925","occ","","","1308","Pholadomya occidentalis","species","61723","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya","18795",""
"15955","occ","","F","1309","Crenella serica","species","377026","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"15960","occ","","","1309","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"15967","occ","","","1309","Nymphalucina linearia","species","60962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Nymphalucina","17989",""
"16011","occ","","","1309","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16064","occ","","F","1310","Crenella serica","species","377026","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16065","occ","","","1310","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16070","occ","","","1310","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16079","occ","","","1310","Nymphalucina linearia","species","60962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Nymphalucina","17989",""
"16129","occ","","","1311","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16183","occ","","","1311","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16188","occ","","F","1311","Crenella serica","species","377026","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16222","occ","","F","1312","Crenella serica","species","377026","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16223","occ","","","1312","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16233","occ","","","1312","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16241","occ","","","1312","Nymphalucina linearia","species","60962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Nymphalucina","17989",""
"16287","occ","","F","1313","Crenella serica","species","377026","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16292","occ","","","1313","Camptonectes bubonis","species","61647","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16301","occ","","","1313","Nymphalucina linearia","species","60962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Nymphalucina","17989",""
"16349","occ","","F","1313","Neithea quinquecostata","species","359172","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"16357","occ","","","1313","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16519","occ","","","1317","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"16520","occ","","F","1317","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"16590","occ","","","1317","Pholadomya subelongata","species","368962","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya","18795",""
"16613","occ","","","1318","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16616","occ","","","1318","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"16619","occ","","F","1318","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"16620","occ","","F","1318","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"16666","occ","","","1320","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"16730","occ","","","1321","Inoperna flagellifera","species","264300","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Inoperna","16363",""
"16747","occ","","","1321","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"16749","occ","","","1321","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"16753","occ","","F","1321","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"16754","occ","","F","1321","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"16816","occ","","F","1322","Neithea coquandi","species","359167","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"16862","occ","","","1322","Pholadomya connectans","species","314297","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya","18795",""
"16894","occ","","","1324","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"16898","occ","","","1324","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"16899","occ","","F","1324","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"16927","occ","","","1325","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"16928","occ","","F","1325","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"16957","occ","","","1326","Inoperna flagellifera","species","264300","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Inoperna","16363",""
"16994","occ","","","1326","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"16998","occ","","","1326","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17000","occ","","F","1326","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"17002","occ","","F","1326","Neithea quinquecostata","species","359172","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17003","occ","","","1326","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17004","occ","","F","1326","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17005","occ","","F","1326","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17025","occ","","","1326","Aphrodina plana","species","304392","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Aphrodina","17349",""
"17049","occ","","","1327","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17051","occ","","F","1327","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17138","occ","","","1330","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17141","occ","","","1330","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"17143","occ","","F","1330","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"17144","occ","","F","1330","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17173","occ","","","1332","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17217","occ","","F","1332","Neithea quinquecostata","species","359172","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17218","occ","","","1332","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17219","occ","","F","1332","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17220","occ","","F","1332","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17270","occ","","","1333","Myrtea ezoensis","species","142412","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Myrtea","17946",""
"17282","occ","","","1333","Modiolus gabbi","species","381938","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"17340","occ","","F","1334","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"17344","occ","","","1334","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"17346","occ","","","1334","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17347","occ","","F","1334","Neithea (Neithea) striatocostata","species","360683","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17500","occ","","","1339","Crenella elegantula","species","130052","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"17575","occ","","","1341","Cyclorismina woodsi","species","103188","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclorismina","17552",""
"17597","occ","","","1342","Crenella inflata","species","335369","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Crenella","16350",""
"17604","occ","","","1342","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17606","occ","","F","1342","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17640","occ","","F","1343","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"17643","occ","","","1343","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"17645","occ","","F","1343","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17646","occ","","F","1343","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17676","occ","","F","1344","Neithea (Neithea) alpina","species","360654","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17801","occ","","","1349","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"17803","occ","","F","1349","Merklinia variabilis","species","360961","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Merklinia","16806",""
"17806","occ","","","1349","Dhondtichlamys pulchellus","species","157535","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Dhondtichlamys","157533",""
"17809","occ","","F","1349","Neithea quinquecostata","species","359172","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17810","occ","","","1349","Neithea regularis","species","353342","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17811","occ","","F","1349","Neithea (Neithea) sexcostata","species","360667","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"17841","occ","","","1350","Modiolus aequalis","species","264302","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"17850","occ","","F","1350","Neithea quinquecostata","species","359172","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"17915","occ","","","1351","Modiolus typicus","species","314336","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"17937","occ","","","1351","Camptonectes virgatus","species","353338","Maastrichtian","","72.1","66","Jablonski and Raup","1999","40","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
